_id,리뷰수,사업체,이미지,전화번호,조회수,지역이름,추천수,캠핑장설명,캠핑장이름,캠핑장정보
462,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",043-543-2626,1474,충북 보은군 산외면 성암가고로 235-6 ,1,캠핑장정보 더보기 ,[충청북도 보은군] 일상화 글램핑,None
463,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/100295/thumb/thumb_720_56211ClFJSTI1SPVXMQEWXGr.jpg"" height=""180"" width=""280"">",041-935-1182,2485,충남 보령시 오천면 원산도4길 59 ,1,캠핑장정보 더보기  보령 해저터널 경유지 인 원산도 에 위치하며 원산도 해수욕장 인근 에 있는 자동차 야영장,[충청남도 보령시] 원산도비치캠핑장,"

전기
와이파이
온수

"
464,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/2685/thumb/thumb_720_5366xX72k5Bw0rAQ5QK8ZIDL.jpg"" height=""180"" width=""280"">",010-3247-9253,15835,경기도 양주시 장흥면 삼하리 210-1 ,1,캠핑장정보 더보기  경기도 양주 전원일기마을 오토캠핑장은 과거 전 국민의 사랑을 받았던 TV 전원일기가 촬영된 양주시 장흥면 삼하리 지...,[경기도 양주시] 전원일기마을 오토캠핑장,"

전기
장작판매
온수
트렘폴린
물놀이장
놀이터
운동시설

"
465,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/353/thumb/thumb_720_5891zrHdngtkphQO7mY13Av8.jpg"" height=""180"" width=""280"">",010-4635-7099,20616,경기도 가평군 북면 제령리 219-2번지 ,1,캠핑장정보 더보기 경기도 가평군 북면사무소에 가까워 접근성이 좋은 구름계곡캠핑장은 맑은 계곡과 수령이 오래된 키가 큰 나무들이 캠핑장을...,[경기도 가평군] 구름계곡캠핑장,"

전기
와이파이
장작판매
온수
놀이터
산책로
운동시설
마트.편의점

"
466,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",064-784-7314,12459,제주특별자치도 제주시 조천읍 남조로 2023  제주 교래자연휴양림 야영장 ,1,캠핑장정보 더보기 ,[제주도 제주시] 교래자연휴양림 야영장 ,"

놀이터
산책로

"
467,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/8088/thumb/thumb_720_0282o2Got95WeTdGYgnCPC76.jpg"" height=""180"" width=""280"">",041-435-7012,5215,충남 논산시 벌곡면 수락로 669-54 ,2,"캠핑장정보 더보기 저희 별바라기 캠핑펜션장은 대둔산 수락계곡을 끼고 있으며, 산언덕에 위치하여 전망이 매우 좋은 캠핑장입니다. 또한, ...",[충청남도 논산시] 별바라기 캠핑 펜션,None
468,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/100281/thumb/thumb_720_2166fj2zIEwXQ1JPyS2YSxqD.jpg"" height=""180"" width=""280"">",043-646-1600,2371,충북 제천시 봉양읍 명암로 466-11 ,1,캠핑장정보 더보기 ,[충청북도 제천시] 솔내음캠핑장,"

전기
와이파이
장작판매
온수
물놀이장
산책로
마트.편의점

"
469,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/100293/thumb/thumb_720_0644CYX1xSmX1IARf85T3JK1.jpg"" height=""180"" width=""280"">",None,2263,경남 밀양시 단장면 구천1길 9-16 ,1,"캠핑장정보 더보기 구천계곡의 아름다운 자연과 밤하늘의 수많은 별을 볼 수 있는 조용하고 아담한 소규모 야영장입니다.
사랑하는 가족들과...",[경상남도 밀양시] 캠앤캠아지트,"

전기
와이파이
장작판매
온수
산책로
마트.편의점

"
470,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/8033/thumb/thumb_720_8030Vrn6k6dt4YkB92MppNUo.jpg"" height=""180"" width=""280"">",033-461-9990,5689,강원 인제군 남면 무학길 34 ,1,캠핑장정보 더보기 ,[강원도 인제군] 수산하늘풍경,"

전기
장작판매
온수
물놀이장
산책로
운동장

"
471,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/1200/thumb/thumb_720_4677Jy34D6gXGvS0nUK0rSWz.jpg"" height=""180"" width=""280"">",051-999-3175,26385,부산광역시 동구 초량동 1185-1 (舊 부산항 3부두) 지선,1,"캠핑장정보 더보기 바다가보이는 부산항힐링야영장은 부산광역시 동구 초량동에 위치한 약 2,400평 부지의 북항의 항구와 바다, 부산항 대...",[부산시 동구] 바다가 보이는 부산항 힐링 야영장,"

전기
와이파이
온수
물놀이장
산책로
운동장
마트.편의점

"
472,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,1445,경기 포천시 관인면 뗏마루길 128-26 ,1,캠핑장정보 더보기 ,[경기도 포천시] 위드독스in포천,None
473,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,1569,충남 아산시 신정로 200-116 (초사동) ,1,캠핑장정보 더보기 ,[충청남도 아산시] 가델관광농원,None
474,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,1296,인천 강화군 양도면 해안서로 689 ,1,캠핑장정보 더보기 ,[인천시 강화군] 글램조이(GLAMJOI),None
475,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",055-647-0708,1519,경남 통영시 한산면 한산일주로 622 ,1,캠핑장정보 더보기 ,[경상남도 통영시] 한산도 충무공교실 야영장,None
476,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7074/thumb/thumb_720_83372DBpyaU3lXPEU91uUlS6.jpg"" height=""180"" width=""280"">",None,6892,경북 경주시 보정로 264-97 (하동) ,1,"캠핑장정보 더보기 캠프파이브는 경북 경주시 천군동에 자리 잡고 있다. 경주시청을 기점으로 11㎞가량 떨어졌다. 자동차를 타고 경감로, ...",[경상북도 경주시] 토함산관광농원(캠프5),"

전기
와이파이
장작판매
온수
물놀이장
산책로
운동장

"
477,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,1431,충북 제천시 백운면 화당로2길 176 ,1,캠핑장정보 더보기 ,[충청북도 제천시] 꽃댕이오토캠핑장,None
478,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/3292/thumb/thumb_720_3292nlzV3yCgpwItGmlKGjHs.jpg"" height=""180"" width=""280"">",041-1800-1272,2844,충남 서산시 팔봉면 팔봉2로 29 ,1,"캠핑장정보 더보기 폰타나리조트는 충남 서산시 팔봉면에 자리 잡고 있다. 서산시청을 기점으로 10㎞가량 떨어졌다. 자동차를 타고 고운로,...",[충청남도 서산시] 폰타나리조트 ,"

전기
와이파이
장작판매
온수
트렘폴린
물놀이장
놀이터
산책로
운동장
운동시설
마트.편의점

"
479,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",043-641-6834,1382,충북 제천시 청풍면 비봉5길 45-22 ,1,캠핑장정보 더보기 ,[충청북도 제천시] 황토둥지캠핑체험장,None
480,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,1284,충북 제천시 수산면 옥순봉로 503-1 ,1,캠핑장정보 더보기 ,[충청북도 제천시] 마린힐캠핑장,None
481,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/100274/thumb/thumb_720_2001gf28pO3LpGsQM32iL9ap.jpeg"" height=""180"" width=""280"">",070-4284-0140,8189,경북 경주시 감포읍 동해안로 1976 ,1,"캠핑장정보 더보기 안녕하십니까?
나정고운모래해변 오토캠핑장을 찾아주셔서 진심으로 감사드립니다.
우리 캠핑장은 동해의 아름다운 나정고...",[경상북도 경주시] 나정고운모래해변 오토캠핑장,"

전기
와이파이
온수
산책로

"
482,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/2022/thumb/thumb_720_4437dXcVLMyEqSFNqepY3pvd.jpg"" height=""180"" width=""280"">",031-481-9801,38419,경기도 안산시 단원구 초지동 동산로 268  안산화랑오토캠핑장 ,3,캠핑장정보 더보기 안산화랑오토캠핑장은 경기도 안산시 단원구에 위치했다. 시흥대로를 타고 지하철 4호선 초지역 방면으로 달리면 도착한다....,[경기도 안산시] 안산화랑오토캠핑장 ,"

전기
온수
놀이터
산책로

"
483,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/3622/thumb/thumb_720_2608AX3JjedMrwsuIQq3GtXg.jpg"" height=""180"" width=""280"">",010-5227-3579,12829,강원 횡성군 서원면 금대1길 24-68 ,1,"캠핑장정보 더보기 횡성 힐링스토리 캠핑장. 조용하고 깨끗한 숲속 캠핑장. 
일상을 벗어나 숲속데크와 넓은 파쇄석 야영장에서의 힐링. ",[강원도 횡성군] 힐링스토리 ,"

전기
와이파이
장작판매
온수
마트.편의점

"
484,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/2854/thumb/thumb_720_6245pZvQn6FGHnUYZWLUkXqn.jpg"" height=""180"" width=""280"">",043-423-3589,31792,충북 단양군 단양읍 다리안로 534 ,3,"캠핑장정보 더보기 천동오토캠핑장은 충북 단양군 단양읍에 자리 잡고 있다. 단양군청을 기점으로 약 6km 거리에 있으며, 차량을 이용해 ...",[충청북도 단양군] 천동오토캠핑장,"

전기
온수
물놀이장
놀이터
산책로
운동장
운동시설

"
485,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/1723/thumb/thumb_720_8703Jme0WiPGLNzeZMYs2sDD.jpg"" height=""180"" width=""280"">",043-423-0599,14330,충청북도 단양군 단성면 선암계곡로 1656  소선암 오토캠핑장 ,1,캠핑장정보 더보기 ,[충청북도 단양군] 소선암 오토캠핑장 ,"

전기
장작판매
온수
운동시설

"
486,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/6761/thumb/thumb_720_5748iBWQL6WipO0zCP7tShRl.jpg"" height=""180"" width=""280"">",043-423-1243,10094,충북 단양군 단양읍 소백산등산길 12 ,1,캠핑장정보 더보기 ,[충청북도 단양군] 다리안관광지 ,"

전기
놀이터
운동시설

"
487,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/100273/thumb/thumb_720_4666GPp3ZDpSVPVpYn6Au6R6.jpeg"" height=""180"" width=""280"">",None,2276,경북 고령군 덕곡면 야로덕곡로 483-68 ,1,"캠핑장정보 더보기 고령군에 위치한 조용히 힐링 할 수 있는 프라이빗 공간입니다.오셔서 맘껏 숲에 안기다 가세요^^ 
밤하늘별도,깨끗한...",[경상북도 고령군] 숲에안기다,"

전기
와이파이
온수
물놀이장

"
488,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/100254/thumb/thumb_720_4977fye85rULENWb2d1tbuy2.jpg"" height=""180"" width=""280"">",010-6486-0548,2666,충남 서천군 서면 주원로 59 ,2,캠핑장정보 더보기 충남서천군 서면에 위치한 소규모로 조용하고 편한시설을 갖춘 프라이빗한 캠핑장 입니다 개별화장실에 데크간 해먹스텐드등 ...,[충청남도 서천군] 공둘 캠핑장(02),"

전기
와이파이
장작판매
온수

"
489,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/3348/thumb/thumb_720_0044LgzZmfUpixLAfaNG8SkN.jpg"" height=""180"" width=""280"">",010-6787-4816,12701,강원도 양양군 서면 설악로 1760  ,1,캠핑장정보 더보기 ,[강원도 양양군] 하늘빛계곡,"

전기
장작판매
온수
놀이터
운동시설

"
490,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/100272/thumb/thumb_720_7077LzDzAylQ98NKRCAfArBT.jpg"" height=""180"" width=""280"">",None,2721,충북 괴산군 청천면 괴산로상신5길 6-10 ,0,"캠핑장정보 더보기 충북 괴산에 오픈한 신규 오토 캠핑장 입니다.수영장,방방이,다육이 하우스,당구대,각종 어린이 놀이시설,
사이트 전지...",[충청북도 괴산군] 더 하루만 캠핑장,"

전기
와이파이
장작판매
온수
물놀이장
산책로
운동장
마트.편의점

"
491,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/240/thumb/thumb_720_7654o3dL6ka8GJTaXEnyAvIQ.jpg"" height=""180"" width=""280"">",033-339-9016,22895,강원도 평창군 용평면 이승복생가길 160  계방산 오토캠핑장 ,2,캠핑장정보 더보기 ,[강원도 평창군] 계방산 오토캠핑장,"

전기
장작판매
온수

"
492,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/6788/thumb/thumb_720_6501pflDgOcvqWFRcW77w4v2.jpg"" height=""180"" width=""280"">",033-335-9981,12018,"강원도 평창군 봉평면 흥정리 360-2,360-5,360-9 ",1,캠핑장정보 더보기 ,[강원도 평창군] 리프레쉬 캠핑장,"

전기
장작판매
온수

"
493,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/100269/thumb/thumb_720_990702z06T9hDBPQgodEY7rC.jpg"" height=""180"" width=""280"">",031-958-0164,2799,경기 파주시 법원읍 초리골길 180 ,1,"캠핑장정보 더보기 파주의 명소 초리골에 위치한 초리풍경 캠핑장은 산으로 둘러싸여 수려한 경관을 맘껏 볼 수 있고, 한적한 캠핑을 원하시...",[경기도 파주시] 초리풍경,"

전기
와이파이
장작판매
온수
산책로
마트.편의점

"
494,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/3203/thumb/thumb_720_6522bce9Axf8bASP7Kv28SXM.jpg"" height=""180"" width=""280"">",None,10278,강원도 인제군 북면 월학리  1540 ,1,캠핑장정보 더보기 ,[강원도 인제군] 팔리봉캠핑장,"

전기

"
495,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",043-421-7721,11812,충청북도 단양군 단양읍 고수리  91-3 ,1,캠핑장정보 더보기 ,[충청북도 단양군] 단양팔경투어 ,None
496,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/922/thumb/thumb_720_0045Fa38tRtlABFFR1yaW3EG.jpg"" height=""180"" width=""280"">",061-834-8191,12357,전라남도 고흥군 대서면 안남리 산 195 ,1,캠핑장정보 더보기 ,[전라남도 고흥군] 득량만풍광휴식센터 ,"

전기
온수

"
497,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,1733,충남 태안군 안면읍 방포항길 95 ,0,캠핑장정보 더보기 ,[충청남도 태안군] 안면도마린오토캠핑장,None
498,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",1588-2368-,1655,충남 금산군 남일면 신동길 239-123 ,1,캠핑장정보 더보기 ,[충청남도 금산군] 심천치유자연휴양림야영장,None
499,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,1837,경남 창원시 마산합포구 구산면 해양관광로 1767 ,0,캠핑장정보 더보기 ,[경상남도 창원시] 쿠 야영장,None
500,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",032-880-1688,1904,인천 옹진군 영흥면 선재로226번길 107-34 ,0,캠핑장정보 더보기 ,[인천시 옹진군] 선재해림 카라반,"

전기
와이파이
장작판매
온수
물놀이장
마트.편의점

"
501,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/6845/thumb/thumb_720_6544HJxyIyiQL2x6xfCoes5l.jpg"" height=""180"" width=""280"">",None,11065,경기 양평군 단월면 석산로 1539-2 ,1,"캠핑장정보 더보기 서울에서 한시간 거리에 있는 스마일 카라반 & 펜션
답답한 회색도시와 힘들고 지친 일상에서 벗어나
옆 개울에서 흐...",[경기도 양평군] 스마일캠핑장,"

전기
와이파이
장작판매
온수
산책로
운동장
마트.편의점

"
502,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/100075/thumb/thumb_720_0593CqvIlZRulvmfQ6CXowGs.jpg"" height=""180"" width=""280"">",010-2554-1903,4069,경남 남해군 상주면 남해대로796번길 54 ,1,"캠핑장정보 더보기 저희 캠핑장은 금산 자락에 위치하며 작고 아담한 캠핑장입니다 
또한 저희 캠핑장은 아담한 계곡과 캠핑장에서 보이는 ...",[경상남도 남해군] 남해금산오토캠핑장,"

전기
와이파이

"
503,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7255/thumb/thumb_720_8205j8ZAqI0kQJ9WoQHtREMa.jpg"" height=""180"" width=""280"">",051-337-2262,21334,부산 북구 강변대로 1629 (덕천동) ,3,캠핑장정보 더보기 ,[부산시 북구] 화명 오토캠핑장,None
504,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/1643/thumb/thumb_720_68672BQlbFvdogRJklhPhBw4.jpg"" height=""180"" width=""280"">",010-3009-3080,13033,경상북도 봉화군 춘양면 애당리 631 ,1,"캠핑장정보 더보기 석문 오토캠핑장은 경북 봉화군 춘양면에 자리 잡고 있다. 봉화군청을 기점으로 약 33km 거리에 있으며, 차량을 이용...",[경상북도 봉화군] 석문 오토캠핑장 ,"

전기
와이파이
물놀이장
놀이터

"
505,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/2733/thumb/thumb_720_5326fUgeINFCSvziqamg63Bw.jpg"" height=""180"" width=""280"">",043-648-3535,11586,충청북도 제천시 봉양읍 제원로 528  ,1,"캠핑장정보 더보기 제천모드니애 캠핑장은 충북 제천시 봉양읍 제원로 528번지, 제천 9경인 탁사정계곡에 위치하고 있으며   제천시청에서...",[충청북도 제천시] 제천모드니애캠핑장 ,"

전기
와이파이
장작판매
온수
놀이터
산책로

"
506,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",041-669-8500,1738,충남 서산시 팔봉면 호리중말길 13 ,0,"캠핑장정보 더보기 서산시 팔봉면 호리 301-2에 위치한 폐교를 리모델링한 반려견 전용 글램핑장입니다.  애견카페, 애견 수영장, 애견...","[충청남도 서산시] 펫앤트리	","

전기
와이파이
장작판매
온수
산책로
운동장
마트.편의점

"
507,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/8017/thumb/thumb_720_1214yEjbN5XVj3IKW0dbQ2MS.jpg"" height=""180"" width=""280"">",010-9095-6333,7527,강원 강릉시 왕산면 바람부리길 69 ,1,캠핑장정보 더보기 대기리관광농원에 속해 있는 바람부리 별밤 캠핑장은 도암호에서 내려오는 계곡이 시원하게 내려다 보이는 강가에 위치해 있...,[강원도 강릉시] 바람부리별밤캠핑장 관광농원,"

전기
와이파이
장작판매
온수
놀이터

"
508,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/2013/thumb/thumb_720_06951RGQE5oiIMcdD8XYvWD1.jpg"" height=""180"" width=""280"">",063-1899-5852,14520,전라북도 완주군 비봉면 봉산리  539-2 ,1,"캠핑장정보 더보기 완주힐조타운 캠핑장은 조화로운 힐링이라는 뜻을 지닌 곳으로 숙박, 레져, 외식, 체험, 관광 모두를 즐길 수 있는 복...",[전라북도 완주군] 완주힐조타운 캠핑장,"

놀이터

"
509,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/8029/thumb/thumb_720_06451bwXakERFfx0EdjH0sCu.jpg"" height=""180"" width=""280"">",032-937-0209,6298,인천 강화군 화도면 해안남로 2669 스페인마을,1,"캠핑장정보 더보기 바로 앞 드넓은 바다를 품고 스페인의 이국적인 감성을 즐기며 여유로운 휴식을 즐길 수 있음은 물론, 근처 [강화 루지...",[인천시 강화군] 강화카라반해변,"

전기
와이파이
온수
놀이터

"
510,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",032-932-8188,15750,인천광역시 강화군 길상면 초지리 1320-1 ,1,캠핑장정보 더보기 ,[인천시 강화군] 강화카라반캠핑장,"

전기
와이파이
온수
산책로

"
511,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,11038,충청북도 제천시 봉양읍 옥전리  286-1 ,1,"캠핑장정보 더보기 행복한 나드리 캠핑장은 충북 제천시 봉양읍에 자리 잡고 있다. 제천시청을 기점으로 약 13㎞ 거리에 있으며, 자동차를...",[충청북도 제천시] 행복한나드리캠핑장 ,"

전기
장작판매
온수
물놀이장
운동시설

"
512,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7974/thumb/thumb_720_3344gxwcUxQdErUZ9VXMAxEf.jpg"" height=""180"" width=""280"">",010-9771-3088,8121,경남 밀양시 단장면 아불1길 13 아리아글램핑,2,캠핑장정보 더보기 ,[경상남도 밀양시] 범도아리아글램핑,"

전기
와이파이
장작판매
놀이터

"
513,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,1765,강원 홍천군 서면 가일길39번길 35 ,1,캠핑장정보 더보기 ,[강원도 홍천군] 도그베이팜팜 홍천,None
514,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,2219,강원도 양양군 현북면 하광정리 608-6  ,1,캠핑장정보 더보기 ,[강원도 양양군] 라라플레이스,"

전기
와이파이
장작판매
온수

"
515,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7090/thumb/thumb_720_4638uc6pZ9fP8zjyqtV9kUJN.jpg"" height=""180"" width=""280"">",010-5253-0400,12735,경기 양평군 서종면 문호리 1067-1 ,1,캠핑장정보 더보기 ,[경기도 양평군] 해걸음글램핑장,None
516,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7039/thumb/thumb_720_6965CZ534T4Jr5b7vhdLujZ1.jpg"" height=""180"" width=""280"">",010-8003-8145,17077,경기도 가평군 하면 대보리 506-1  ,1,"캠핑장정보 더보기   은빛물결캠핑장은 경기도 가평군 조종면에 위치하는 데 강폭이 큰, 물 좋은 조종천을 앞자락에 두고 있어 시원한 청량...",[경기도 가평군] 은빛물결캠핑장,"

전기
와이파이
장작판매
온수
트렘폴린
물놀이장
산책로
운동시설
마트.편의점

"
517,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/3415/thumb/thumb_720_5226wld6b2Sq26y3GP5juh9a.jpg"" height=""180"" width=""280"">",010-4755-0432,11092,경기도 가평군 설악면 묵안리  171-4 ,1,캠핑장정보 더보기 ,[경기도 가평군] 한송오토캠핑장,"

전기
와이파이
장작판매
온수
놀이터
운동시설

"
518,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",064-799-0166,10104,제주특별자치도 제주시 애월읍 어음리  3912 ,1,캠핑장정보 더보기 ,[제주도 제주시] 폴리파크카라반 ,"

전기
온수
운동시설

"
519,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/2579/thumb/thumb_720_52799CjZhgRAiKy2tTuCeLjA.jpg"" height=""180"" width=""280"">",010-3239-7045,10458,강원도 인제군 인제읍 광치령로 306  인제아리캠핑장 ,0,캠핑장정보 더보기 ,[강원도 인제군] 인제 아리캠핑장,"

전기
와이파이
장작판매
온수
운동시설

"
520,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,11096,전라남도 보성군 문덕면 양동리 942 ,1,캠핑장정보 더보기 ,[전라남도 보성군] 별볼일 있는 야영장,None
521,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",010-8330-5002,11269,강원 원주시 호저면 칠봉로 840-73 ,0,캠핑장정보 더보기 ,[강원도 원주시] 물가애캠핑장,"

전기
장작판매
온수
마트.편의점

"
522,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/67/thumb/thumb_720_3217CKK1DPDRRpdb1aXDknUY.jpg"" height=""180"" width=""280"">",064-784-3200,13097,제주특별자치도 제주시 구좌읍 덕천리  1288-2 ,1,캠핑장정보 더보기 제주글램핑은 천혜의 자연 경관을 제주에서 즐길 수 있는 수목원 같은 숲속 글램핑장으로  국내 최대 규모의 80여개의 ...,[제주도 제주시] (주)제주글램핑,"

전기
온수
물놀이장
놀이터
운동시설

"
523,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/582/thumb/thumb_720_4313r6JqRYC1LGKIEJQgMFOT.jpg"" height=""180"" width=""280"">",033-462-4570,9847,강원도 인제군 상남면 내린천로 3041 ,1,캠핑장정보 더보기 ,[강원도 인제군] 내린천 주말농장,None
524,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,6849,경상북도 봉화군 봉성면 우곡리 500번지  ,1,캠핑장정보 더보기 ,[경상북도 봉화군] 다덕약수관광지 캠핑장,None
525,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",031-572-4511,12043,경기도 구리시 사노동 산175-140 ,1,캠핑장정보 더보기 ,[경기도 구리시] 라라차차캠핑장,None
526,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",031-774-7771,8982,강원도 원주시 지정면 지정로 1393 ,0,캠핑장정보 더보기 ,[강원도 원주시] VIP레저타운,None
527,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/2315/thumb/thumb_720_0564B5PCoR3N314rQjRbrkVH.jpg"" height=""180"" width=""280"">",None,11138,강원도 홍천군 내면 을수길 153-6,1,캠핑장정보 더보기 ,[강원도 홍천군] 오투캐빈,"

전기
와이파이
온수

"
528,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7194/thumb/thumb_720_2565I2eFrQK8zignNJ8RMiCu.jpg"" height=""180"" width=""280"">",031-584-3114,14192,경기 가평군 설악면 유명산길 79-28 222 ,1,캠핑장정보 더보기 서울에서 가까운 유명산밸리 캠핑장은 경기도 가평군 설악면에 위치한 유명산 휴양림입구에 위치한다. 예전 유명산 유원지를...,[경기도 가평군] 유명산밸리캠핑장,"

전기
와이파이
장작판매
온수
물놀이장
놀이터
산책로
운동시설

"
529,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/2339/thumb/thumb_720_35708D9ARZn3xAHP9qixRUXj.jpg"" height=""180"" width=""280"">",None,10274,강원도 영월군 수주면 무릉법흥로 852-24  아날로거 글램핑 ,1,캠핑장정보 더보기 ,[강원도 영월군] 올리브 그린 펜션 글램핑,"

전기
와이파이
장작판매
온수
놀이터
운동시설

"
530,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",010-2872-9584,2177,경기 김포시 금포로 1202 (운양동) ,1,캠핑장정보 더보기 ,[경기도 김포시] 강변글램핑,None
